"ID","index","Name of Project","FPIC","Protected Area","Forest Type","Contested","Customary_use","legal_tenure","deforestation_driver","monetary_benefit_yn","monetary_benefit_type_conditional","monetary_benefit_type","direct_cash_yn","employment_yn","non_cash_benefits_yn","non_cash_benefits_type","economic_activities_list","tenure_yn","tenure_type","education_yn","restriction_yn","enhancement_yn","infrastructure_yn","wellbeing_yn","standards","project_objectives","nationality","type_partner","dist_road_m","dist_road_track_m","dist_water_m","dist_urban_m","VCS Methodology","Country","Observed Post-REDD+ annual average forest area loss","SC Post-REDD+ annual average forest area loss","Difference Annual  (ha)","Observed Post-REDD+ cumulative forest loss area","SC Post-REDD+ cumulative forest loss area","Difference Cumulative (ha)","Significance","deforestation_outcome","deforestation_binary","driver_smallholder_ag","driver_industrial_ag","driver_livestock","driver_wood_extraction","driver_illegal_logging","driver_infrastructure","driver_mining","driver_oil_extraction","driver_local_livelihoods","driver_other","cu_private","cu_communities","cu_state","lt_public","lt_private","lt_communities","mb_PES","mb_job","mb_carbon","mb_pension","mb_grant","mb_ecotourism","mb_indirect","mb_none","ncb_training","ncb_infrastructure","ncb_microfinance","ncb_health","ncb_livelihood","ncb_land_rights","ncb_water","ea_processing","ea_agroforestry","ea_microenterprise","ea_ecotourism","ea_timber","ea_agriculture","ea_cookstoves","ea_ntfp","ea_fishing","ea_tree_planting","ea_mining","std_VCS","std_CCB","std_FSC","obj_forest_production","obj_social","obj_conservation","obj_climate","obj_return","local_developer","tp_private","tp_ngo","tp_public","tp_community","fpic","protected_area","contested","direct_cash","employment","education","ft_humid","ft_dry","ft_other","tt_titling","tt_planning","iso_code.x","country","continent","gdlcode","region","wealth_income_avg","WEALTH_AVG","INCOME_AVG","geometry","vcs_methodology","conditionality","forest_type","longitude","latitude","dist_urban_new","diff_annual","dist_water_km","dist_road_km","dist_urban_km","dist_urban_new_km","driver_ag_combined","fpic_f","protected_area_f","contested_f","direct_cash_f","employment_f","education_f","conditionality_f","tenure","rights_private","rights_communities","rights_public_state","cash_conditionality","Country_group","direct_cash_factor","project_type","n_drivers","Area","log_area","diff_annual_norm","Start_year"
1391,26,"Sivirú–Usaragá–Pizarro–Pilizá (SUPP) REDD+ Project","yes","no","humid","no","communities","communities","illegal logging;local livelihoods","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation","agriculture;fishing","yes","Land titling & tenure security","yes","yes","yes","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",4883.651186,4883.651186,381.4881766,108183.5711,"VM0006","Colombia",19.53,6.19,13.34,195.3,61.92,133.38,"No","Failure",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,"COL","Colombia","America","COLr112","Choco",2.63979099877947,0,2.63979099877947,"POINT (-77.31861 4.96)","VM0006",1,"humid",-77.318611,4.96,4253.34129112058,13.34,0.3814881766,4.883651186,108.1835711,4.25334129112058,0,"Yes","No","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",2,54712,10.9098383427779,0.0243822196227519,2013
1392,24,"Cajambre REDD+ Project","yes","yes","humid","no","communities","communities","cattle grazing;illegal logging;industrial agriculture or cattle ranching","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services","agriculture;fishing","yes","Land use planning & demarcation","yes","yes","ND","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",34813.11496,30069.7553,1330.533819,49297.22584,"VM0006","Colombia",3.53,2.83,0.7,35.28,28.27,7.01,"No","Failure",0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"COL","Colombia","America","COLr124","Valle (incl Cali)",3.23701750947009,0,3.23701750947009,"POINT (-77.19556 3.444167)","VM0006",1,"humid",-77.195556,3.444167,78065.9854342936,0.7,1.330533819,30.0697553,49.29722584,78.0659854342936,1,"Yes","Yes","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",3,66169,11.0999673543031,0.00105789720261754,2013
1395,27,"Bajo Calima y Bahía Málaga (BCBM) REDD+ Project","yes","yes","humid","yes","communities","communities","industrial wood exploitation;illegal logging;industrial agriculture or cattle ranching;cattle grazing","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation","agriculture;fishing","yes","Land titling & tenure security; Land use planning & demarcation","yes","yes","yes","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",5450.88852,5450.88852,9647.228581,14216.32769,"VM0006","Colombia",33.09,60.32,-27.23,330.93,603.21,-272.28,"Yes","Success",1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,1,1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,"COL","Colombia","America","COLr124","Valle (incl Cali)",3.23701750947009,0,3.23701750947009,"POINT (-77.15972 4.005278)","VM0006",1,"humid",-77.159722,4.005278,72340.7742843896,-27.23,9.647228581,5.45088852,14.21632769,72.3407742843896,1,"Yes","Yes","Yes","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",4,91831,11.4277052102357,-0.0296522960655988,2013
1396,21,"Rio Pepe y ACABA REDD+ Project","yes","no","humid","no","communities","communities","illegal logging;local livelihoods","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation","agriculture;agroforestry","yes","Land titling & tenure security","no","yes","no","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",956.497048,956.497048,1139.583359,60583.23708,"VM0006","Colombia",16.54,26.71,-10.17,148.86,240.35,-91.49,"Yes","Success",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,"COL","Colombia","America","COLr112","Choco",2.63979099877947,0,2.63979099877947,"POINT (-76.93361 5.201944)","VM0006",1,"humid",-76.93361,5.201944,14128.1674507736,-10.17,1.139583359,0.956497048,60.58323708,14.1281674507736,0,"Yes","No","No","Yes","Yes","No","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",2,57051,10.9517008836204,-0.0178261555450386,2014
1398,31,"Reducing Emissions from Deforestation and Carbon Enhancement in Xe Pian National Protected Area","yes","yes","other","no","state;communities","state","illegal logging;industrial agriculture or cattle ranching;local livelihoods","ND","ND","PES","ND","yes","no","ND","ecotourism","yes","Land use planning & demarcation","yes","yes","yes","yes","ND","CCB;VCS","biodiversity conservation;social development;climate","Austria;Lao People's Democratic Republic","private for-profit;ngo/private non for profit",6356.387049,6356.387049,6522.502142,50265.09587,"VM0015","Laos",989.92,337.51,652.41,8909.28,3037.6,5871.68,"No","Failure",0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,0,0,1,1,FALSE,FALSE,TRUE,FALSE,TRUE,"LAO","Lao","Asia/Pacific","LAOr116","Champasack",3.05585039728968,3.05585039728968,0,"POINT (106.0286 14.69083)","VM0015",0,"other",106.02861,14.690832,57345.0633462534,652.41,6.522502142,6.356387049,50.26509587,57.3450633462534,1,"Yes","Yes","No","ND","Yes","Yes","ND",1,0,1,1,"ND","Rest","ND","Other",4,141973,11.8633921776593,0.459531037591655,2014
1399,23,"Mutatá REDD+ Project","yes","no","humid","no","communities","communities","industrial wood exploitation;local livelihoods","yes","conditional","PES","yes","yes","yes","Training & Capacity Building","other","yes","Land titling & tenure security","yes","yes","yes","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",1261.700777,1261.700777,77.36197029,44597.34709,"VM0006","Colombia",13.57,13.28,0.29,135.72,132.75,2.97,"No","Failure",0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,"COL","Colombia","America","COLr101","Antioquia (incl Medellin)",3.05381958327231,0,3.05381958327231,"POINT (-76.48778 7.298889)","VM0006",1,"humid",-76.487778,7.298889,8146.89772156675,0.29,0.07736197029,1.261700777,44.59734709,8.14689772156675,0,"Yes","No","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",2,33745,10.4265875371775,0.000859386575789006,2013
1400,22,"Conscosta REDD+ Project","yes","no","humid","no","communities","communities","illegal logging;local livelihoods","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation","agriculture;agroforestry","yes","Land titling & tenure security","no","yes","yes","yes","yes","VCS;CCB","climate;biodiversity conservation;social development","Colombia","public",32271.6437,32271.6437,1601.966792,91111.45256,"VM0006","Colombia",8.21,2.73,5.48,82.08,27.3,54.78,"Yes","Failure",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,"COL","Colombia","America","COLr112","Choco",2.63979099877947,0,2.63979099877947,"POINT (-77.22167 4.704722)","VM0006",1,"humid",-77.22167,4.704722,31432.8207219043,5.48,1.601966792,32.2716437,91.11145256,31.4328207219043,0,"Yes","No","No","Yes","Yes","No","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",2,54260,10.9015425862129,0.0100995208256543,2013
1503,7,"REDD+ Resex Rio Preto–Jacundá Project","yes","yes","humid","ND","private","private","cattle grazing;illegal logging;transient agriculture","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building; Infrastructure & Equipment; Health Services","processing and commercialization","yes","Land use planning & demarcation","yes","yes","no","yes","yes","VCS;CCB","climate;social development;biodiversity conservation","Brazil","ngo/private non for profit;private for profit",3835.994784,3835.994784,5621.615937,138253.6823,"VM0015","Brazil",1223.89,639.88,584.01,13462.74,7038.73,6424.01,"No","Failure",0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"BRA","Brazil","America","BRAr101","Rondonia",2.75660671334968,0,2.75660671334968,"POINT (-62.25 -8.916667)","VM0015",0,"humid",-62.25,-8.916667,60777.9040970799,584.01,5.621615937,3.835994784,138.2536823,60.7779040970799,1,"Yes","Yes","ND","No","Yes","Yes","Non-conditional",1,1,0,0,"No_cash","Brazil","No","Other",3,99337,11.5062733888899,0.587907828905644,2012
1566,29,"REDD+ Project Resguardo Indígena Unificado Selva de Matavén (RIU SM)","ND","no","dry and humid","yes","communities","communities","industrial agriculture or cattle ranching;local livelihoods;mining","ND","ND","ND","ND","ND","yes","Agricultural & Livelihood Support; Infrastructure & Equipment","agriculture;agroforestry","no","ND","yes","yes","ND","ND","ND","CCB;VCS","biodiversity conservation;ecosystem restoration;social development;climate","Colombia","ngo/private non for profit;private for profit",61638.88091,61638.88091,23789.56845,220690.1576,"VM0007","Colombia",974.75,772.28,202.47,9747.45,7722.79,2024.66,"Yes","Failure",0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,1,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,"COL","Colombia","America","COLr133","Vichada",2.79838488229861,0,2.79838488229861,"POINT (-68.8688 4.089561)","VM0007",0,"dry and humid",-68.868802,4.089561,106454.146086639,202.47,23.78956845,61.63888091,220.6901576,106.454146086639,1,"ND","No","Yes","ND","ND","Yes","ND",0,0,1,0,"ND","Colombia","ND","Other",4,1352610,14.1175466172644,0.0149688380242642,2013
1571,11,"Manoa REDD+ Project","yes","yes","humid","yes","private","private","cattle grazing;illegal logging;infrastructure;local livelihoods","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building","agriculture;agroforestry;tree planting","no","ND","yes","yes","yes","no","yes","VCS;CCB;FSC","climate;biodiversity conservation;social development","Brazil","private for profit",7910.688344,3621.723676,1173.522078,120067.1559,"VM0015","Brazil",84.52,360.15,-275.63,845.19,3601.46,-2756.27,"No","Success",1,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr101","Rondonia",2.75660671334968,0,2.75660671334968,"POINT (-62.70768 -8.864257)","VM0015",0,"humid",-62.70768,-8.864257,56312.506173515,-275.63,1.173522078,3.621723676,120.0671559,56.312506173515,1,"Yes","Yes","Yes","No","Yes","Yes","Non-conditional",0,1,0,0,"No_cash","Brazil","No","Private_VCS_CCB",4,72847,11.1961166302675,-0.378368361085563,2013
1650,19,"Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary","no","yes","dry and humid","ND","communities","state","industrial agriculture or cattle ranching;infrastructure;slash and burn agriculture","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building; Infrastructure & Equipment","ecotourism;micro-credits;plantation forestry;tree planting","yes","Land titling & tenure security","yes","yes","no","yes","no","CCB;VCS","biodiversity conservation;social development;timber production","Cambodia;United States","public;ngo/private non for profit",204.503461,204.503461,698.8425342,33793.44635,"VM0015","Cambodia",1091.43,1573.07,-481.64,14188.59,20449.92,-6261.33,"Yes","Success",1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,0,0,1,1,TRUE,TRUE,FALSE,TRUE,FALSE,"KHM","Cambodia","Asia/Pacific","KHMr116","Mondol Kiri-Rotanak Kiri",2.62336982785915,2.62336982785915,0,"POINT (106.921 12.13697)","VM0015",0,"dry and humid",106.921028,12.136975,23800.2323986775,-481.64,0.6988425342,0.204503461,33.79344635,23.8002323986775,1,"No","Yes","ND","No","Yes","Yes","Non-conditional",1,0,1,1,"No_cash","Rest","No","Other",4,180430,12.1030981699023,-0.266940087568586,2010
1654,10,"Fortaleza Ituxi REDD Project","ND","no","humid","yes","private","private","cattle grazing;illegal logging;industrial agriculture or cattle ranching;local livelihoods","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building","tree planting","no","ND","yes","no","yes","no","yes","VCS;CCB","biodiversity conservation;climate;non timber production","Brazil","private for profit",274.0166156,274.0166156,6493.562052,217218.9184,"VM0015","Brazil",20.89,453.95,-433.06,208.89,4539.49,-4330.6,"No","Success",1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr103","Amazonas",2.55393103714735,0,2.55393103714735,"POINT (-66.13333 -8.916666)","VM0015",0,"humid",-66.13333,-8.916666,140690.352118259,-433.06,6.493562052,0.2740166156,217.2189184,140.690352118259,1,"ND","No","Yes","No","Yes","Yes","Non-conditional",0,1,0,0,"No_cash","Brazil","No","Private_VCS_CCB",4,46592,10.7491841315564,-0.929472870879121,2013
1674,33,"Gilé National Reserve REDD Project","yes","yes","dry","no","communities","communities","charcoal production;illegal logging;local livelihoods;slash and burn agriculture","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building; Agricultural & Livelihood Support","agriculture;tree planting","yes","ND","yes","yes","yes","ND","ND","VCS;CCB","climate;social development;biodiversity conservation","Mozambique","public;ngo/private non for profit",13862.73187,13862.73187,20007.82436,98356.32559,"VM0007","Mozambique",617.24,1180.88,-563.64,6789.69,12989.67,-6199.98,"Yes","Success",1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,0,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,"MOZ","Mozambique","Africa","MOZr104","Zambezia",2.58466913904459,2.58466913904459,0,"POINT (38.33357 -16.62239)","VM0007",0,"dry",38.333569,-16.622393,54609.6817270133,-563.64,20.00782436,13.86273187,98.35632559,54.6096817270133,0,"Yes","Yes","No","No","Yes","Yes","Non-conditional",1,0,1,0,"No_cash","Rest","No","Other",4,152390,11.9341983032839,-0.369866789159394,2012
1686,12,"Agrocortex REDD Project","no","ND","humid","ND","state;private;communities","state;private;communities","illegal logging;industrial agriculture or cattle ranching;industrial wood exploitation;infrastructure","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building","ND","yes","Land use planning & demarcation","yes","yes","yes","no","yes","VCS","biodiversity conservation;climate;social development","Brazil","private for profit",40370.90243,35810.19656,1060.451109,285082.0201,"VM0015","Brazil",167.37,25.34,142.03,1506.33,228.09,1278.24,"No","Failure",0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"BRA","Brazil","America","BRAr102","Acre",2.54112444850257,0,2.54112444850257,"POINT (-70.5265 -9.047868)","VM0015",0,"humid",-70.526498,-9.047868,98697.2612989005,142.03,1.060451109,35.81019656,285.0820201,98.6972612989005,1,"No","ND","ND","No","Yes","Yes","Non-conditional",1,1,1,1,"No_cash","Brazil","No","Private_VCS_only",5,186369,12.1354838583899,0.0762090261792465,2014
